FOS,Friction_Angle,Cohesion,Slope_Angle,Rainfall_Intensity,Rainfall_Duration
1.143,25,10,45,60,12
1.12,25,10,45,60,16
1.111,25,10,45,60,20
1.108,25,10,45,60,24
1.562,25,15,45,10,0
1.56,25,15,45,10,1
1.558,25,15,45,10,2
1.556,25,15,45,10,3
1.555,25,15,45,10,4
1.551,25,15,45,10,8
1.547,25,15,45,10,12
1.542,25,15,45,10,16
1.539,25,15,45,10,20
1.536,25,15,45,10,24
1.562,25,15,45,30,0
1.557,25,15,45,30,1
1.553,25,15,45,30,2
1.549,25,15,45,30,3
1.545,25,15,45,30,4
1.53,25,15,45,30,8
1.516,25,15,45,30,12
1.499,25,15,45,30,16
1.482,25,15,45,30,20
1.472,25,15,45,30,24
1.562,25,15,45,60,0
1.552,25,15,45,60,1
1.544,25,15,45,60,2
1.535,25,15,45,60,3
1.526,25,15,45,60,4
1.482,25,15,45,60,8
1.445,25,15,45,60,12
1.421,25,15,45,60,16
1.413,25,15,45,60,20
1.409,25,15,45,60,24
1.805,25,20,45,10,0
1.805,25,20,45,10,1
1.804,25,20,45,10,2
1.803,25,20,45,10,3
1.803,25,20,45,10,4
1.8,25,20,45,10,8
1.797,25,20,45,10,12
1.793,25,20,45,10,16
1.79,25,20,45,10,20
1.787,25,20,45,10,24
1.805,25,20,45,30,0
1.803,25,20,45,30,1
1.802,25,20,45,30,2
1.799,25,20,45,30,3
1.796,25,20,45,30,4
1.783,25,20,45,30,8
1.77,25,20,45,30,12
1.757,25,20,45,30,16
1.741,25,20,45,30,20
1.73,25,20,45,30,24
1.805,25,20,45,60,0
1.802,25,20,45,60,1
1.796,25,20,45,60,2
1.788,25,20,45,60,3
1.78,25,20,45,60,4
1.749,25,20,45,60,8
1.707,25,20,45,60,12
1.682,25,20,45,60,16
1.673,25,20,45,60,20
1.669,25,20,45,60,24
0.721,30,0,45,10,0
0.715,30,0,45,10,1
0.71,30,0,45,10,2
0.706,30,0,45,10,3
0.702,30,0,45,10,4
0.688,30,0,45,10,8
0.679,30,0,45,10,12
0.674,30,0,45,10,16
0.671,30,0,45,10,20
0.668,30,0,45,10,24
0.721,30,0,45,30,0
0.703,30,0,45,30,1
0.68,30,0,45,30,2
0.663,30,0,45,30,3
0.651,30,0,45,30,4
0.62,30,0,45,30,8
0.596,30,0,45,30,12
0.572,30,0,45,30,16
0.544,30,0,45,30,20
0.52,30,0,45,30,24
0.721,30,0,45,60,0
0.67,30,0,45,60,1
0.625,30,0,45,60,2
0.592,30,0,45,60,3
0.566,30,0,45,60,4
0.502,30,0,45,60,8
0.442,30,0,45,60,12
0.403,30,0,45,60,16
0.39,30,0,45,60,20
0.384,30,0,45,60,24
1.146,30,5,45,10,0
1.141,30,5,45,10,1
1.138,30,5,45,10,2
1.136,30,5,45,10,3
1.134,30,5,45,10,4
1.127,30,5,45,10,8
1.12,30,5,45,10,12
1.113,30,5,45,10,16
1.107,30,5,45,10,20
1.1,30,5,45,10,24
1.146,30,5,45,30,0
1.136,30,5,45,30,1
1.129,30,5,45,30,2
1.124,30,5,45,30,3
1.117,30,5,45,30,4
1.092,30,5,45,30,8
1.064,30,5,45,30,12
1.042,30,5,45,30,16
1.024,30,5,45,30,20
1.012,30,5,45,30,24
1.146,30,5,45,60,0
1.128,30,5,45,60,1
1.114,30,5,45,60,2
1.098,30,5,45,60,3
1.082,30,5,45,60,4
1.018,30,5,45,60,8
0.972,30,5,45,60,12
0.945,30,5,45,60,16
0.933,30,5,45,60,20
0.929,30,5,45,60,24
1.448,30,10,45,10,0
1.443,30,10,45,10,1
1.44,30,10,45,10,2
1.438,30,10,45,10,3
1.436,30,10,45,10,4
1.429,30,10,45,10,8
1.421,30,10,45,10,12
1.414,30,10,45,10,16
1.408,30,10,45,10,20
1.401,30,10,45,10,24
1.448,30,10,45,30,0
1.438,30,10,45,30,1
1.431,30,10,45,30,2
1.425,30,10,45,30,3
1.418,30,10,45,30,4
1.393,30,10,45,30,8
1.364,30,10,45,30,12
1.341,30,10,45,30,16
1.324,30,10,45,30,20
1.312,30,10,45,30,24
1.448,30,10,45,60,0
1.43,30,10,45,60,1
1.415,30,10,45,60,2
1.399,30,10,45,60,3
1.384,30,10,45,60,4
1.318,30,10,45,60,8
1.272,30,10,45,60,12
1.243,30,10,45,60,16
1.232,30,10,45,60,20
1.228,30,10,45,60,24
1.742,30,15,45,10,0
1.739,30,15,45,10,1
1.737,30,15,45,10,2
1.735,30,15,45,10,3
1.734,30,15,45,10,4
1.729,30,15,45,10,8
1.723,30,15,45,10,12
1.716,30,15,45,10,16
1.709,30,15,45,10,20
1.703,30,15,45,10,24
1.742,30,15,45,30,0
1.735,30,15,45,30,1
1.731,30,15,45,30,2
1.726,30,15,45,30,3
1.721,30,15,45,30,4
1.695,30,15,45,30,8
1.665,30,15,45,30,12
1.642,30,15,45,30,16
1.625,30,15,45,30,20
1.613,30,15,45,30,24
1.742,30,15,45,60,0
1.73,30,15,45,60,1
1.718,30,15,45,60,2
1.701,30,15,45,60,3
1.686,30,15,45,60,4
1.619,30,15,45,60,8
1.573,30,15,45,60,12
1.544,30,15,45,60,16
1.533,30,15,45,60,20
1.529,30,15,45,60,24
2.003,30,20,45,10,0
2.002,30,20,45,10,1
2.002,30,20,45,10,2
2.001,30,20,45,10,3
2,30,20,45,10,4
1.996,30,20,45,10,8
1.99,30,20,45,10,12
1.985,30,20,45,10,16
1.981,30,20,45,10,20
1.977,30,20,45,10,24
2.003,30,20,45,30,0
2.001,30,20,45,30,1
1.998,30,20,45,30,2
1.994,30,20,45,30,3
1.989,30,20,45,30,4
1.97,30,20,45,30,8
1.952,30,20,45,30,12
1.932,30,20,45,30,16
1.911,30,20,45,30,20
1.898,30,20,45,30,24
2.003,30,20,45,60,0
1.997,30,20,45,60,1
1.987,30,20,45,60,2
1.976,30,20,45,60,3
1.964,30,20,45,60,4
1.919,30,20,45,60,8
1.866,30,20,45,60,12
1.837,30,20,45,60,16
1.826,30,20,45,60,20
1.822,30,20,45,60,24
0.371,15,0,60,10,0
0.369,15,0,60,10,1
0.363,15,0,60,10,2
0.359,15,0,60,10,3
0.356,15,0,60,10,4
0.337,15,0,60,10,8
0.297,15,0,60,10,12
0.266,15,0,60,10,16
0.259,15,0,60,10,20
0.252,15,0,60,10,24
0.371,15,0,60,30,0
0.359,15,0,60,30,1
0.348,15,0,60,30,2
0.312,15,0,60,30,3
0.29,15,0,60,30,4
0.233,15,0,60,30,8
0.218,15,0,60,30,12
0.214,15,0,60,30,16
0.211,15,0,60,30,20
0.205,15,0,60,30,24
0.371,15,0,60,60,0
0.346,15,0,60,60,1
0.239,15,0,60,60,2
0.213,15,0,60,60,3
0.201,15,0,60,60,4
0.167,15,0,60,60,8
0.131,15,0,60,60,12
0.106,15,0,60,60,16
0.112,15,0,60,60,20
0.104,15,0,60,60,24
0.659,15,5,60,10,0
0.657,15,5,60,10,1
0.656,15,5,60,10,2
0.655,15,5,60,10,3
0.654,15,5,60,10,4
0.652,15,5,60,10,8
0.649,15,5,60,10,12
0.59,15,5,60,10,16
0.588,15,5,60,10,20
0.586,15,5,60,10,24
0.659,15,5,60,30,0
0.655,15,5,60,30,1
0.652,15,5,60,30,2
0.65,15,5,60,30,3
0.648,15,5,60,30,4
0.583,15,5,60,30,8
0.573,15,5,60,30,12
0.563,15,5,60,30,16
0.556,15,5,60,30,20
0.551,15,5,60,30,24
0.659,15,5,60,60,0
0.652,15,5,60,60,1
0.647,15,5,60,60,2
0.589,15,5,60,60,3
0.582,15,5,60,60,4
0.559,15,5,60,60,8
0.541,15,5,60,60,12
0.527,15,5,60,60,16
0.52,15,5,60,60,20
0.517,15,5,60,60,24
0.905,15,10,60,10,0
0.903,15,10,60,10,1
0.903,15,10,60,10,2
0.902,15,10,60,10,3
0.902,15,10,60,10,4
0.899,15,10,60,10,8
0.863,15,10,60,10,12
0.861,15,10,60,10,16
0.859,15,10,60,10,20
0.857,15,10,60,10,24
0.905,15,10,60,30,0
0.902,15,10,60,30,1
0.9,15,10,60,30,2
0.889,15,10,60,30,3
0.891,15,10,60,30,4
0.855,15,10,60,30,8
0.847,15,10,60,30,12
0.84,15,10,60,30,16
0.832,15,10,60,30,20
0.825,15,10,60,30,24
0.905,15,10,60,60,0
0.9,15,10,60,60,1
0.896,15,10,60,60,2
0.857,15,10,60,60,3
0.854,15,10,60,60,4
0.837,15,10,60,60,8
0.818,15,10,60,60,12
0.799,15,10,60,60,16
0.791,15,10,60,60,20
0.788,15,10,60,60,24
1.17,15,15,60,10,0
1.168,15,15,60,10,1
1.103,15,15,60,10,2
1.167,15,15,60,10,3
1.166,15,15,60,10,4
1.164,15,15,60,10,8
1.161,15,15,60,10,12
1.16,15,15,60,10,16
1.158,15,15,60,10,20
1.156,15,15,60,10,24
1.17,15,15,60,30,0
1.167,15,15,60,30,1
1.165,15,15,60,30,2
1.163,15,15,60,30,3
1.161,15,15,60,30,4
1.154,15,15,60,30,8
1.147,15,15,60,30,12
1.14,15,15,60,30,16
1.133,15,15,60,30,20
1.062,15,15,60,30,24
1.17,15,15,60,60,0
1.165,15,15,60,60,1
1.16,15,15,60,60,2
1.156,15,15,60,60,3
1.153,15,15,60,60,4
1.138,15,15,60,60,8
1.118,15,15,60,60,12
1.095,15,15,60,60,16
1.086,15,15,60,60,20
1.081,15,15,60,60,24
1.377,15,20,60,10,0
1.376,15,20,60,10,1
1.375,15,20,60,10,2
1.374,15,20,60,10,3
1.374,15,20,60,10,4
1.372,15,20,60,10,8
1.323,15,20,60,10,12
1.367,15,20,60,10,16
1.365,15,20,60,10,20
1.364,15,20,60,10,24
1.377,15,20,60,30,0
1.374,15,20,60,30,1
1.372,15,20,60,30,2
1.371,15,20,60,30,3
1.369,15,20,60,30,4
1.361,15,20,60,30,8
1.354,15,20,60,30,12
1.348,15,20,60,30,16
1.34,15,20,60,30,20
1.331,15,20,60,30,24
1.377,15,20,60,60,0
1.372,15,20,60,60,1
1.368,15,20,60,60,2
1.364,15,20,60,60,3
1.361,15,20,60,60,4
1.345,15,20,60,60,8
1.326,15,20,60,60,12
1.303,15,20,60,60,16
1.294,15,20,60,60,20
1.29,15,20,60,60,24
0.502,20,0,60,10,0
0.495,20,0,60,10,1
0.487,20,0,60,10,2
0.482,20,0,60,10,3
0.477,20,0,60,10,4
0.452,20,0,60,10,8
0.4,20,0,60,10,12
0.36,20,0,60,10,16
0.348,20,0,60,10,20
0.34,20,0,60,10,24
0.502,20,0,60,30,0
0.481,20,0,60,30,1
0.467,20,0,60,30,2
0.447,20,0,60,30,3
0.389,20,0,60,30,4
0.315,20,0,60,30,8
0.295,20,0,60,30,12
0.289,20,0,60,30,16
0.285,20,0,60,30,20
0.277,20,0,60,30,24
0.502,20,0,60,60,0
0.465,20,0,60,60,1
0.364,20,0,60,60,2
0.286,20,0,60,60,3
0.27,20,0,60,60,4
0.225,20,0,60,60,8
0.175,20,0,60,60,12
0.112,20,0,60,60,16
0.121,20,0,60,60,20
0.112,20,0,60,60,24
0.814,20,5,60,10,0
0.784,20,5,60,10,1
0.74,20,5,60,10,2
0.74,20,5,60,10,3
0.732,20,5,60,10,4
0.73,20,5,60,10,8
0.723,20,5,60,10,12
0.718,20,5,60,10,16
0.716,20,5,60,10,20
0.712,20,5,60,10,24
0.814,20,5,60,30,0
0.739,20,5,60,30,1
0.73,20,5,60,30,2
0.728,20,5,60,30,3
0.725,20,5,60,30,4
0.709,20,5,60,30,8
0.688,20,5,60,30,12
0.679,20,5,60,30,16
0.67,20,5,60,30,20
0.664,20,5,60,30,24
0.814,20,5,60,60,0
0.729,20,5,60,60,1
0.723,20,5,60,60,2
0.711,20,5,60,60,3
0.705,20,5,60,60,4
0.667,20,5,60,60,8
0.65,20,5,60,60,12
0.632,20,5,60,60,16
0.624,20,5,60,60,20
0.62,20,5,60,60,24
1.035,20,10,60,10,0
1.032,20,10,60,10,1
1.031,20,10,60,10,2
1.03,20,10,60,10,3
1.029,20,10,60,10,4
1.023,20,10,60,10,8
1.02,20,10,60,10,12
1.016,20,10,60,10,16
1.013,20,10,60,10,20
1.01,20,10,60,10,24
1.035,20,10,60,30,0
1.029,20,10,60,30,1
1.027,20,10,60,30,2
1.021,20,10,60,30,3
0.959,20,10,60,30,4
1.007,20,10,60,30,8
0.996,20,10,60,30,12
0.986,20,10,60,30,16
0.976,20,10,60,30,20
0.966,20,10,60,30,24
1.035,20,10,60,60,0
1.026,20,10,60,60,1
1.016,20,10,60,60,2
1.01,20,10,60,60,3
1.004,20,10,60,60,4
0.981,20,10,60,60,8
0.955,20,10,60,60,12
0.932,20,10,60,60,16
0.922,20,10,60,60,20
0.917,20,10,60,60,24
1.284,20,15,60,10,0
1.284,20,15,60,10,1
1.283,20,15,60,10,2
1.281,20,15,60,10,3
1.281,20,15,60,10,4
1.278,20,15,60,10,8
1.276,20,15,60,10,12
1.273,20,15,60,10,16
1.259,20,15,60,10,20
1.223,20,15,60,10,24
1.284,20,15,60,30,0
1.281,20,15,60,30,1
1.28,20,15,60,30,2
1.277,20,15,60,30,3
1.275,20,15,60,30,4
1.266,20,15,60,30,8
1.209,20,15,60,30,12
1.2,20,15,60,30,16
1.19,20,15,60,30,20
1.179,20,15,60,30,24
1.284,20,15,60,60,0
1.279,20,15,60,60,1
1.274,20,15,60,60,2
1.269,20,15,60,60,3
1.265,20,15,60,60,4
1.195,20,15,60,60,8
1.169,20,15,60,60,12
1.19,20,15,60,60,16
1.177,20,15,60,60,20
1.172,20,15,60,60,24
1.572,20,20,60,10,0
1.571,20,20,60,10,1
1.57,20,20,60,10,2
1.521,20,20,60,10,3
1.568,20,20,60,10,4
1.565,20,20,60,10,8
1.562,20,20,60,10,12
1.559,20,20,60,10,16
1.556,20,20,60,10,20
1.554,20,20,60,10,24
1.572,20,20,60,30,0
1.568,20,20,60,30,1
1.566,20,20,60,30,2
1.564,20,20,60,30,3
1.561,20,20,60,30,4
1.551,20,20,60,30,8
1.542,20,20,60,30,12
1.533,20,20,60,30,16
1.523,20,20,60,30,20
1.511,20,20,60,30,24
1.572,20,20,60,60,0
1.565,20,20,60,60,1
1.56,20,20,60,60,2
1.555,20,20,60,60,3
1.55,20,20,60,60,4
1.529,20,20,60,60,8
1.503,20,20,60,60,12
1.422,20,20,60,60,16
1.459,20,20,60,60,20
1.453,20,20,60,60,24
0.642,25,0,60,10,0
0.629,25,0,60,10,1
0.62,25,0,60,10,2
0.613,25,0,60,10,3
0.608,25,0,60,10,4
0.576,25,0,60,10,8
0.51,25,0,60,10,12
0.459,25,0,60,10,16
0.444,25,0,60,10,20
0.433,25,0,60,10,24
0.642,25,0,60,30,0
0.612,25,0,60,30,1
0.595,25,0,60,30,2
0.569,25,0,60,30,3
0.495,25,0,60,30,4
0.402,25,0,60,30,8
0.377,25,0,60,30,12
0.37,25,0,60,30,16
0.364,25,0,60,30,20
0.354,25,0,60,30,24
0.642,25,0,60,60,0
0.592,25,0,60,60,1
0.472,25,0,60,60,2
0.392,25,0,60,60,3
0.344,25,0,60,60,4
0.287,25,0,60,60,8
0.296,25,0,60,60,12
0.142,25,0,60,60,16
0.119,25,0,60,60,20
0.112,25,0,60,60,24
0.883,25,5,60,10,0
0.881,25,5,60,10,1
0.88,25,5,60,10,2
0.879,25,5,60,10,3
0.877,25,5,60,10,4
0.865,25,5,60,10,8
0.859,25,5,60,10,12
0.854,25,5,60,10,16
0.832,25,5,60,10,20
0.82,25,5,60,10,24
0.883,25,5,60,30,0
0.878,25,5,60,30,1
0.875,25,5,60,30,2
0.862,25,5,60,30,3
0.857,25,5,60,30,4
0.815,25,5,60,30,8
0.759,25,5,60,30,12
0.744,25,5,60,30,16
0.737,25,5,60,30,20
0.731,25,5,60,30,24
0.883,25,5,60,60,0
0.873,25,5,60,60,1
0.854,25,5,60,60,2
0.844,25,5,60,60,3
0.819,25,5,60,60,4
0.73,25,5,60,60,8
0.709,25,5,60,60,12
0.722,25,5,60,60,16
0.724,25,5,60,60,20
0.727,25,5,60,60,24
1.2,25,10,60,10,0
1.198,25,10,60,10,1
1.195,25,10,60,10,2
1.193,25,10,60,10,3
1.192,25,10,60,10,4
1.188,25,10,60,10,8
1.183,25,10,60,10,12
1.179,25,10,60,10,16
1.099,25,10,60,10,20
1.074,25,10,60,10,24
1.2,25,10,60,30,0
1.193,25,10,60,30,1
1.189,25,10,60,30,2
1.186,25,10,60,30,3
1.182,25,10,60,30,4
1.09,25,10,60,30,8
1.055,25,10,60,30,12
1.04,25,10,60,30,16
1.028,25,10,60,30,20
1.017,25,10,60,30,24
1.2,25,10,60,60,0
1.188,25,10,60,60,1
1.179,25,10,60,60,2
1.171,25,10,60,60,3
1.164,25,10,60,60,4
1.033,25,10,60,60,8
1.001,25,10,60,60,12
0.974,25,10,60,60,16
0.961,25,10,60,60,20
0.955,25,10,60,60,24
1.475,25,15,60,10,0
1.413,25,15,60,10,1
1.411,25,15,60,10,2
1.409,25,15,60,10,3
1.408,25,15,60,10,4
1.405,25,15,60,10,8
1.401,25,15,60,10,12
1.395,25,15,60,10,16
1.391,25,15,60,10,20
1.389,25,15,60,10,24
1.475,25,15,60,30,0
1.409,25,15,60,30,1
1.406,25,15,60,30,2
1.403,25,15,60,30,3
1.4,25,15,60,30,4
1.383,25,15,60,30,8
1.37,25,15,60,30,12
1.357,25,15,60,30,16
1.344,25,15,60,30,20
1.332,25,15,60,30,24
1.475,25,15,60,60,0
1.405,25,15,60,60,1
1.397,25,15,60,60,2
1.389,25,15,60,60,3
1.381,25,15,60,60,4
1.35,25,15,60,60,8
1.318,25,15,60,60,12
1.289,25,15,60,60,16
1.276,25,15,60,60,20
1.27,25,15,60,60,24
1.674,25,20,60,10,0
1.675,25,20,60,10,1
1.674,25,20,60,10,2
1.673,25,20,60,10,3
1.672,25,20,60,10,4
1.67,25,20,60,10,8
1.666,25,20,60,10,12
1.663,25,20,60,10,16
1.661,25,20,60,10,20
1.658,25,20,60,10,24
1.674,25,20,60,30,0
1.673,25,20,60,30,1
1.67,25,20,60,30,2
1.668,25,20,60,30,3
1.665,25,20,60,30,4
1.654,25,20,60,30,8
1.642,25,20,60,30,12
1.57,25,20,60,30,16
1.556,25,20,60,30,20
1.543,25,20,60,30,24
1.674,25,20,60,60,0
1.67,25,20,60,60,1
1.664,25,20,60,60,2
1.657,25,20,60,60,3
1.652,25,20,60,60,4
1.563,25,20,60,60,8
1.593,25,20,60,60,12
1.556,25,20,60,60,16
1.54,25,20,60,60,20
1.533,25,20,60,60,24
0.788,30,0,60,10,0
0.771,30,0,60,10,1
0.76,30,0,60,10,2
0.752,30,0,60,10,3
0.745,30,0,60,10,4
0.705,30,0,60,10,8
0.627,30,0,60,10,12
0.565,30,0,60,10,16
0.546,30,0,60,10,20
0.533,30,0,60,10,24
0.788,30,0,60,30,0
0.75,30,0,60,30,1
0.73,30,0,60,30,2
0.698,30,0,60,30,3
0.636,30,0,60,30,4
0.496,30,0,60,30,8
0.465,30,0,60,30,12
0.456,30,0,60,30,16
0.449,30,0,60,30,20
0.437,30,0,60,30,24
0.788,30,0,60,60,0
0.726,30,0,60,60,1
0.579,30,0,60,60,2
0.483,30,0,60,60,3
0.455,30,0,60,60,4
0.405,30,0,60,60,8
0.465,30,0,60,60,12
0.174,30,0,60,60,16
0.143,30,0,60,60,20
0.131,30,0,60,60,24
1.041,30,5,60,10,0
1.037,30,5,60,10,1
1.036,30,5,60,10,2
1.018,30,5,60,10,3
1.017,30,5,60,10,4
1.012,30,5,60,10,8
1.005,30,5,60,10,12
0.971,30,5,60,10,16
0.944,30,5,60,10,20
0.906,30,5,60,10,24
1.041,30,5,60,30,0
1.017,30,5,60,30,1
1.012,30,5,60,30,2
1.008,30,5,60,30,3
1.003,30,5,60,30,4
0.925,30,5,60,30,8
0.865,30,5,60,30,12
0.847,30,5,60,30,16
0.839,30,5,60,30,20
0.833,30,5,60,30,24
1.041,30,5,60,60,0
1.01,30,5,60,60,1
0.999,30,5,60,60,2
0.987,30,5,60,60,3
0.918,30,5,60,60,4
0.831,30,5,60,60,8
0.805,30,5,60,60,12
0.779,30,5,60,60,16
0.766,30,5,60,60,20
0.759,30,5,60,60,24
1.381,30,10,60,10,0
1.377,30,10,60,10,1
1.375,30,10,60,10,2
1.373,30,10,60,10,3
1.371,30,10,60,10,4
1.366,30,10,60,10,8
1.24,30,10,60,10,12
1.234,30,10,60,10,16
1.229,30,10,60,10,20
1.224,30,10,60,10,24
1.381,30,10,60,30,0
1.372,30,10,60,30,1
1.367,30,10,60,30,2
1.363,30,10,60,30,3
1.236,30,10,60,30,4
1.219,30,10,60,30,8
1.195,30,10,60,30,12
1.175,30,10,60,30,16
1.16,30,10,60,30,20
1.149,30,10,60,30,24
1.381,30,10,60,60,0
1.366,30,10,60,60,1
1.24,30,10,60,60,2
1.223,30,10,60,60,3
1.213,30,10,60,60,4
1.165,30,10,60,60,8
1.128,30,10,60,60,12
1.099,30,10,60,60,16
1.086,30,10,60,60,20
1.08,30,10,60,60,24
1.602,30,15,60,10,0
1.598,30,15,60,10,1
1.597,30,15,60,10,2
1.595,30,15,60,10,3
1.588,30,15,60,10,4
1.583,30,15,60,10,8
1.577,30,15,60,10,12
1.571,30,15,60,10,16
1.567,30,15,60,10,20
1.563,30,15,60,10,24
1.602,30,15,60,30,0
1.594,30,15,60,30,1
1.583,30,15,60,30,2
1.58,30,15,60,30,3
1.575,30,15,60,30,4
1.557,30,15,60,30,8
1.54,30,15,60,30,12
1.511,30,15,60,30,16
1.496,30,15,60,30,20
1.488,30,15,60,30,24
1.602,30,15,60,60,0
1.582,30,15,60,60,1
1.572,30,15,60,60,2
1.562,30,15,60,60,3
1.553,30,15,60,60,4
1.517,30,15,60,60,8
1.477,30,15,60,60,12
1.441,30,15,60,60,16
1.425,30,15,60,60,20
1.417,30,15,60,60,24
1.883,30,20,60,10,0
1.88,30,20,60,10,1
1.879,30,20,60,10,2
1.877,30,20,60,10,3
1.802,30,20,60,10,4
1.797,30,20,60,10,8
1.793,30,20,60,10,12
1.788,30,20,60,10,16
1.783,30,20,60,10,20
1.78,30,20,60,10,24
1.883,30,20,60,30,0
1.877,30,20,60,30,1
1.798,30,20,60,30,2
1.795,30,20,60,30,3
1.79,30,20,60,30,4
1.773,30,20,60,30,8
1.757,30,20,60,30,12
1.742,30,20,60,30,16
1.726,30,20,60,30,20
1.71,30,20,60,30,24
1.883,30,20,60,60,0
1.797,30,20,60,60,1
1.788,30,20,60,60,2
1.778,30,20,60,60,3
1.77,30,20,60,60,4
1.733,30,20,60,60,8
1.693,30,20,60,60,12
1.656,30,20,60,60,16
1.639,30,20,60,60,20
1.632,30,20,60,60,24
0.297,15,0,75,10,0
0.291,15,0,75,10,1
0.293,15,0,75,10,2
0.29,15,0,75,10,3
0.288,15,0,75,10,4
0.273,15,0,75,10,8
0.259,15,0,75,10,12
0.231,15,0,75,10,16
0.214,15,0,75,10,20
0.204,15,0,75,10,24
0.297,15,0,75,30,0
0.298,15,0,75,30,1
0.283,15,0,75,30,2
0.271,15,0,75,30,3
0.262,15,0,75,30,4
0.187,15,0,75,30,8
0.175,15,0,75,30,12
0.176,15,0,75,30,16
0.178,15,0,75,30,20
0.178,15,0,75,30,24
0.297,15,0,75,60,0
0.282,15,0,75,60,1
0.261,15,0,75,60,2
0.198,15,0,75,60,3
0.162,15,0,75,60,4
0.138,15,0,75,60,8
0.136,15,0,75,60,12
0.125,15,0,75,60,16
0.123,15,0,75,60,20
0.122,15,0,75,60,24
0.56,15,5,75,10,0
0.557,15,5,75,10,1
0.555,15,5,75,10,2
0.553,15,5,75,10,3
0.551,15,5,75,10,4
0.547,15,5,75,10,8
0.542,15,5,75,10,12
0.536,15,5,75,10,16
0.532,15,5,75,10,20
0.528,15,5,75,10,24
0.56,15,5,75,30,0
0.552,15,5,75,30,1
0.549,15,5,75,30,2
0.546,15,5,75,30,3
0.543,15,5,75,30,4
0.528,15,5,75,30,8
0.515,15,5,75,30,12
0.501,15,5,75,30,16
0.493,15,5,75,30,20
0.491,15,5,75,30,24
0.56,15,5,75,60,0
0.549,15,5,75,60,1
0.542,15,5,75,60,2
0.517,15,5,75,60,3
0.527,15,5,75,60,4
0.5,15,5,75,60,8
0.485,15,5,75,60,12
0.48,15,5,75,60,16
0.478,15,5,75,60,20
0.476,15,5,75,60,24
0.786,15,10,75,10,0
0.739,15,10,75,10,1
0.737,15,10,75,10,2
0.736,15,10,75,10,3
0.734,15,10,75,10,4
0.774,15,10,75,10,8
0.728,15,10,75,10,12
0.762,15,10,75,10,16
0.758,15,10,75,10,20
0.754,15,10,75,10,24
0.786,15,10,75,30,0
0.736,15,10,75,30,1
0.788,15,10,75,30,2
0.731,15,10,75,30,3
0.728,15,10,75,30,4
0.754,15,10,75,30,8
0.74,15,10,75,30,12
0.727,15,10,75,30,16
0.69,15,10,75,30,20
0.717,15,10,75,30,24
0.786,15,10,75,60,0
0.732,15,10,75,60,1
0.728,15,10,75,60,2
0.759,15,10,75,60,3
0.753,15,10,75,60,4
0.726,15,10,75,60,8
0.711,15,10,75,60,12
0.672,15,10,75,60,16
0.668,15,10,75,60,20
0.702,15,10,75,60,24
0.993,15,15,75,10,0
0.991,15,15,75,10,1
0.99,15,15,75,10,2
0.989,15,15,75,10,3
0.988,15,15,75,10,4
0.985,15,15,75,10,8
0.982,15,15,75,10,12
0.978,15,15,75,10,16
0.976,15,15,75,10,20
0.973,15,15,75,10,24
0.993,15,15,75,30,0
0.989,15,15,75,30,1
0.939,15,15,75,30,2
0.984,15,15,75,30,3
0.982,15,15,75,30,4
0.973,15,15,75,30,8
0.965,15,15,75,30,12
0.957,15,15,75,30,16
0.95,15,15,75,30,20
0.945,15,15,75,30,24
0.993,15,15,75,60,0
0.938,15,15,75,60,1
0.982,15,15,75,60,2
0.976,15,15,75,60,3
0.971,15,15,75,60,4
0.955,15,15,75,60,8
0.94,15,15,75,60,12
0.929,15,15,75,60,16
0.925,15,15,75,60,20
0.923,15,15,75,60,24
1.189,15,20,75,10,0
1.187,15,20,75,10,1
1.186,15,20,75,10,2
1.187,15,20,75,10,3
1.184,15,20,75,10,4
1.181,15,20,75,10,8
1.178,15,20,75,10,12
1.175,15,20,75,10,16
1.174,15,20,75,10,20
1.171,15,20,75,10,24
1.189,15,20,75,30,0
1.187,15,20,75,30,1
1.182,15,20,75,30,2
1.181,15,20,75,30,3
1.178,15,20,75,30,4
1.172,15,20,75,30,8
1.162,15,20,75,30,12
1.155,15,20,75,30,16
1.148,15,20,75,30,20
1.143,15,20,75,30,24
1.189,15,20,75,60,0
1.182,15,20,75,60,1
1.178,15,20,75,60,2
1.173,15,20,75,60,3
1.168,15,20,75,60,4
1.153,15,20,75,60,8
1.138,15,20,75,60,12
1.127,15,20,75,60,16
1.123,15,20,75,60,20
1.121,15,20,75,60,24
0.399,20,0,75,10,0
0.434,20,0,75,10,1
0.394,20,0,75,10,2
0.389,20,0,75,10,3
0.387,20,0,75,10,4
0.374,20,0,75,10,8
0.353,20,0,75,10,12
0.324,20,0,75,10,16
0.286,20,0,75,10,20
0.273,20,0,75,10,24
0.399,20,0,75,30,0
0.389,20,0,75,30,1
0.38,20,0,75,30,2
0.364,20,0,75,30,3
0.351,20,0,75,30,4
0.25,20,0,75,30,8
0.234,20,0,75,30,12
0.236,20,0,75,30,16
0.238,20,0,75,30,20
0.239,20,0,75,30,24
0.399,20,0,75,60,0
0.379,20,0,75,60,1
0.35,20,0,75,60,2
0.266,20,0,75,60,3
0.218,20,0,75,60,4
0.185,20,0,75,60,8
0.192,20,0,75,60,12
0.214,20,0,75,60,16
0.214,20,0,75,60,20
0.214,20,0,75,60,24
0.676,20,5,75,10,0
0.671,20,5,75,10,1
